Flight Number,Departure Date,Departure Time,Arrival Date,Arrival Time,Origin Airport,Destination Airport,Airline,Status,Passenger Name,Passenger Email,Baggage Tag Number,Baggage Status
FL2957,2023-01-03,04:23,2023-05-22,20:10,SWL,FGJ,Foster PLC,On Time,Tiffany Hoffman,tylerruiz@example.net,BG2432,Delivered
FL4493,2023-01-14,10:05,2023-02-03,20:51,ORT,BMU,Rodriguez and Sons,On Time,Christina Harmon,dixoncindy@example.org,BG3974,Delivered
FL1169,2023-12-15,16:08,2023-12-29,12:05,HDR,UPS,Smith Ltd,On Time,Danielle Smith,wwatson@example.org,BG5179,Delivered
FL6739,2023-11-22,04:08,2023-12-29,13:14,DGQ,XAP,Davis Inc,On Time,Angela Avila,michaelwhite@example.org,BG9400,Checked-in
FL1437,2023-10-20,14:58,2023-12-17,21:12,LCL,LOZ,Foster-Cole,Delayed,Benjamin Sanford,kramos@example.net,BG8603,Delivered
FL3148,2023-01-15,20:21,2023-05-11,01:07,CKN,HVJ,"Hines, Nelson and White",Delayed,Sheri Vega,robertvelez@example.net,BG3154,Unloaded
FL0536,2023-11-13,01:08,2023-12-22,02:29,BZS,THU,Kelly-Brown,On Time,Corey Green,tbryant@example.com,BG5821,Checked-in
FL4405,2023-02-13,08:12,2023-11-29,14:55,CWV,WHG,Hoffman-Blevins,On Time,Darryl Nguyen,alee@example.com,BG1353,Loaded
FL6562,2023-02-28,16:50,2023-04-19,16:49,WLJ,CMH,Trujillo-Lopez,On Time,John Brooks,mark04@example.org,BG2905,Loaded
FL5601,2023-04-09,00:58,2023-11-29,01:53,DZB,OXA,"Daniels, Lee and Cole",On Time,Elizabeth Lee,woodjanet@example.net,BG6076,Delivered
FL5095,2023-08-08,10:06,2023-10-02,22:44,JBE,WZC,Lin-Lopez,On Time,Michael Davenport,david67@example.org,BG5566,Checked-in
FL5967,2023-02-05,06:33,2023-09-29,13:39,ANB,BTW,Rodriguez PLC,On Time,Jason Reed,tromero@example.net,BG5745,Loaded
FL2508,2023-11-11,19:54,2023-11-24,10:23,RUJ,ECF,"Cook, Gonzales and Wood",On Time,Matthew Garcia,todd09@example.com,BG7733,Checked-in
FL1104,2023-06-08,14:52,2023-12-27,11:03,GGA,AHN,"Horton, Harvey and Munoz",On Time,Scott Sellers,tbrady@example.net,BG7278,Checked-in
FL4740,2023-11-04,19:36,2023-12-04,22:58,HNP,ALA,"Conrad, Allen and Meyer",Delayed,Amy Allen,eharris@example.org,BG3095,Loaded
FL9346,2023-09-29,07:15,2023-12-11,07:43,HIP,TVB,Berry-Ortega,Delayed,James Terrell,brady52@example.org,BG9779,Loaded
FL0908,2023-11-18,19:59,2023-11-29,14:05,JBC,FDL,"Lin, Charles and Bass",On Time,Mary Knox,thompsonjennifer@example.com,BG3286,Loaded
FL8738,2023-09-27,01:02,2023-12-18,16:17,LFF,XLJ,"Swanson, Hall and Mcintyre",Cancelled,Mary Ford,simpsoncarrie@example.org,BG6649,Unloaded
FL7660,2023-07-01,17:05,2023-09-08,00:33,SRY,RDA,"Jones, Miller and Middleton",On Time,Anna Clark,williamsonzachary@example.com,BG2999,Loaded
FL2028,2023-03-25,14:40,2023-04-23,00:39,HRI,JTH,Rhodes-Lucas,On Time,Anthony Edwards,hamiltonshawn@example.org,BG5906,Unloaded
FL2945,2023-10-01,16:33,2023-12-09,16:49,DSB,WKS,Lopez-Kelley,On Time,Kenneth Torres,sheilamason@example.org,BG0349,Delivered
FL2370,2023-12-27,00:52,2023-12-30,19:53,EDS,FHM,Turner Ltd,On Time,Brooke Williams,ggutierrez@example.org,BG6645,Checked-in
FL2417,2023-06-23,16:41,2023-09-15,20:23,HRM,GVY,Mcclain Group,On Time,Monica Brown,martindavid@example.net,BG7115,Checked-in
FL0873,2023-05-31,21:44,2023-07-27,16:07,GDC,RKV,Schultz-Schmidt,On Time,Mary Soto,maria42@example.com,BG4203,Unloaded
FL7545,2023-05-24,19:08,2023-07-31,10:21,PBJ,ZDY,"Lowe, Myers and Austin",On Time,David Best,hlee@example.net,BG3112,Unloaded
FL9474,2023-06-02,02:39,2023-12-21,23:57,DGZ,ITT,Bennett LLC,On Time,Chris White,descobar@example.net,BG4128,Delivered
FL6588,2023-11-29,18:02,2023-12-01,18:48,IGQ,TPI,"Martin, Gordon and Grant",On Time,Lisa Weber,jonestravis@example.org,BG0726,Delivered
FL6528,2023-09-20,12:00,2023-12-03,03:59,RXN,NAJ,Hernandez Ltd,Delayed,Ronald Cruz Jr.,jonathanmyers@example.com,BG0337,Delivered
FL9833,2023-03-28,11:25,2023-11-25,18:37,OOV,SGD,"Robles, Gardner and Matthews",On Time,Connie Martin,onealjason@example.com,BG3042,Checked-in
FL9035,2023-10-04,15:12,2023-12-02,12:24,VLX,LOI,Bryant-Woods,On Time,Christopher Robinson,aaronclay@example.net,BG7679,Delivered
FL7594,2023-02-23,19:43,2023-08-23,18:18,HXZ,ILV,Nelson Inc,On Time,Courtney Rice,claudia51@example.org,BG3345,Loaded
FL3708,2023-08-26,10:02,2023-11-08,10:05,PEY,MHI,Buckley LLC,On Time,Steven Davis,scott98@example.net,BG9123,Delivered
FL1331,2023-11-19,10:59,2023-12-07,10:44,LDQ,OVJ,Collins-Perkins,On Time,Jose Mcmahon,chris94@example.com,BG0309,Checked-in
FL9888,2023-04-04,19:31,2023-06-12,22:35,QYR,CUH,"Hurley, Payne and Hartman",On Time,Billy Ryan,thomasjason@example.com,BG2863,Unloaded
FL9928,2023-08-22,03:11,2023-11-24,00:31,DJL,GFO,Johnson LLC,On Time,Jeremiah Hernandez,william70@example.org,BG3260,Checked-in
FL2919,2023-01-19,23:39,2023-07-04,13:20,PSH,ZJU,"Paul, Roth and Martin",On Time,Mrs. Mindy Vega,currycrystal@example.org,BG0842,Delivered
FL1447,2023-09-26,04:40,2023-11-04,05:32,QEW,TJM,"Stewart, Reese and Roberts",On Time,Heather Crosby,ujackson@example.com,BG5014,Loaded
FL8867,2023-03-31,03:20,2023-09-30,11:37,MOB,QPB,"Montgomery, Nichols and Monroe",Cancelled,Alexis Hansen,pcombs@example.com,BG7699,Loaded
FL9489,2023-05-28,15:33,2023-09-30,11:32,CHU,SQG,Cruz Inc,Cancelled,Brittany Ortiz,marshalldavid@example.com,BG0676,Loaded
FL1913,2023-02-02,22:30,2023-05-03,01:50,VGR,SDK,Reed Inc,On Time,Terri Boyle,bakerfrank@example.org,BG1811,Delivered
FL8392,2023-03-10,22:58,2023-08-04,13:02,MIS,ZOO,Mills PLC,On Time,Ronald Rodriguez,tonyagilmore@example.com,BG4099,Unloaded
FL6536,2023-06-02,02:39,2023-09-05,10:22,THW,JSM,"King, Ritter and Rojas",Cancelled,Melanie Santiago,janderson@example.net,BG2478,Delivered
FL1499,2023-07-16,02:34,2023-09-20,22:53,HXI,QTB,Simmons Group,Delayed,Kenneth Robinson,dixonsusan@example.org,BG0115,Checked-in
FL6019,2023-11-09,10:15,2023-12-11,17:45,HIA,WKN,Hill Group,Cancelled,Madison Daniels,gsexton@example.org,BG0949,Delivered
FL4519,2023-02-22,07:54,2023-06-07,06:14,XHA,VIK,Stevens Ltd,On Time,Gary Whitney,troy22@example.org,BG4111,Loaded
FL4130,2023-08-30,10:42,2023-12-17,21:29,ZYW,KQC,Smith-Miller,On Time,Jacob Frederick,rosejeffrey@example.org,BG2926,Loaded
FL9462,2023-11-18,16:09,2023-11-23,03:21,WGT,IOX,"Robinson, Freeman and Dunlap",Delayed,Richard Hernandez,gonzaleztracy@example.com,BG1421,Loaded
FL6339,2023-07-19,22:18,2023-10-24,16:32,WQP,OAS,Lindsey-Perez,On Time,Tracy Nelson,dixonkaren@example.org,BG7868,Checked-in
FL6886,2023-09-01,09:45,2023-09-15,21:55,VVV,VOL,Powell-Chase,On Time,Jessica Middleton,anthony25@example.org,BG8735,Checked-in
FL7611,2023-08-29,05:21,2023-12-18,18:33,TPW,CJQ,"Lawrence, Harrison and Turner",On Time,Brandon Fletcher,stephanie36@example.com,BG9044,Delivered
FL4401,2023-09-17,03:42,2023-11-27,17:03,ZXJ,TIF,Rhodes Ltd,Cancelled,Tyrone Harris,gregoryyoung@example.net,BG0527,Delivered
FL8855,2023-05-03,22:37,2023-05-31,12:53,AAJ,NLS,Brown-Davidson,On Time,Stephanie Hill,rickygill@example.net,BG8256,Checked-in
FL3074,2023-12-12,14:16,2023-12-25,12:33,UMO,VFI,Benson-Fields,Cancelled,Cindy Phillips,markstein@example.com,BG8432,Checked-in
FL8238,2023-02-28,03:31,2023-11-13,18:03,XCG,VCZ,Hunt Inc,On Time,Suzanne Shaffer,mlee@example.org,BG3106,Checked-in
FL7520,2023-02-27,07:37,2023-08-17,00:41,TRS,ZQE,Summers Group,On Time,Timothy Santos,mcclurerachel@example.com,BG0817,Checked-in
FL8044,2023-02-21,18:19,2023-07-17,16:04,NVX,XLK,Baker Inc,On Time,Larry Cruz,tyler40@example.com,BG2133,Checked-in
FL6990,2023-02-12,15:51,2023-08-28,06:21,UBM,FLI,"Kelley, Hickman and Brown",On Time,Riley Morales DDS,aaron54@example.org,BG7215,Unloaded
FL3781,2023-10-30,20:14,2023-12-19,07:33,YFA,UPO,Vega LLC,On Time,Julie Dyer,brenda07@example.org,BG2160,Unloaded
FL6792,2023-01-30,17:02,2023-06-12,05:42,ZCD,VGV,"Thompson, Ramos and Thompson",On Time,Leslie Cervantes,briannadavidson@example.com,BG2877,Delivered
FL1258,2023-07-16,05:06,2023-08-10,07:30,WOI,ZHN,Shepard-Marquez,Delayed,Shannon Hopkins,meyeralyssa@example.net,BG9717,Unloaded
FL2367,2023-12-08,09:10,2023-12-22,01:51,RLF,WTR,Kramer and Sons,On Time,Lisa Arnold,greenedarren@example.net,BG9390,Checked-in
FL1006,2023-07-17,01:17,2023-12-27,19:01,QOC,OYV,"Harris, Davidson and Johnson",Cancelled,Mrs. Kimberly Blair MD,jeffreyelliott@example.com,BG1659,Loaded
FL8692,2023-05-23,09:42,2023-06-10,00:51,EGF,LDV,Jones-Crawford,On Time,Eric Stafford,labbott@example.net,BG8052,Loaded
FL8742,2023-10-17,13:20,2023-11-11,08:17,UYP,TJF,"Hooper, Mccoy and Frazier",Cancelled,Dorothy Oliver,tyler59@example.com,BG8342,Unloaded
FL6001,2023-02-16,21:58,2023-08-01,06:25,XIU,SSB,"Williams, Navarro and Romero",On Time,Jessica Lewis,youngjohn@example.org,BG0611,Delivered
FL0880,2023-06-18,16:35,2023-08-17,08:38,NEY,ZUP,Ruiz-Gardner,On Time,Sherry Chavez,anthony60@example.com,BG4906,Unloaded
FL9054,2023-08-30,19:19,2023-10-17,21:19,VFQ,AXT,Stewart-Clayton,Delayed,Samantha Washington,duncanjohn@example.org,BG0305,Unloaded
FL4186,2023-10-05,20:45,2023-11-03,08:26,DKN,QHN,Mcneil-Jenkins,Cancelled,Sheila Rivas,daniellemeyers@example.com,BG3017,Loaded
FL7956,2023-08-24,10:43,2023-12-27,18:18,XJD,SPA,Miles PLC,Cancelled,Kendra Owen,uwright@example.net,BG2013,Delivered
FL9510,2023-12-23,08:13,2023-12-26,07:17,YYO,TMP,Harrington-Hernandez,Cancelled,Kim Pierce,nicolesingleton@example.com,BG7656,Loaded
FL7727,2023-04-06,10:07,2023-07-24,09:32,OID,CGW,"Haynes, Mccoy and Warren",On Time,Tamara Foster DDS,ayersmelody@example.org,BG2873,Loaded
FL0058,2023-05-03,02:33,2023-09-06,21:58,TAX,LNI,Ramsey-Robertson,On Time,Andrea Edwards,jonescarol@example.net,BG7054,Unloaded
FL4154,2023-12-26,05:30,2023-12-30,05:14,LMB,UIT,Smith and Sons,On Time,Jason Williams,andrewlopez@example.net,BG7422,Loaded
FL2677,2023-05-20,02:56,2023-08-02,08:23,SVY,NKT,Reid Inc,On Time,Adam Woods,shelly59@example.com,BG3700,Checked-in
FL1776,2023-02-13,16:05,2023-09-27,08:14,GDB,JRJ,"Rodgers, Davis and Torres",On Time,Ebony Hunt,benjamin64@example.org,BG5442,Loaded
FL2250,2023-04-12,00:03,2023-07-25,04:08,MNG,GEA,"Ortega, Lozano and Cunningham",Delayed,Emily Wilcox,joseph22@example.com,BG1663,Checked-in
FL0747,2023-01-30,06:10,2023-11-18,01:46,PLH,BJV,"Williams, Henry and Hoffman",On Time,Eric Bender,lopezheather@example.org,BG7042,Delivered
FL0333,2023-01-31,15:54,2023-08-23,02:36,SAQ,NYP,"Brown, Fuller and Peterson",On Time,Wesley Gutierrez DDS,bwilson@example.org,BG7456,Unloaded
FL5514,2023-05-17,22:18,2023-09-05,02:29,GGK,LQU,"Wilson, Mccall and Wilson",Cancelled,Christine Myers,hendersonjulia@example.org,BG5784,Delivered
FL4081,2023-08-14,20:53,2023-10-11,15:52,POQ,JXH,"Ross, Mills and Stewart",Cancelled,Mike Esparza,lukebray@example.net,BG1601,Loaded
FL4816,2023-02-19,20:11,2023-05-07,16:14,YKZ,BJT,Floyd-Wu,On Time,Nancy Dillon,ugilbert@example.org,BG5202,Delivered
FL8339,2023-01-06,12:19,2023-02-23,02:58,KRG,WIR,Jones-Anderson,On Time,Jesus Buckley,qbrown@example.org,BG1333,Delivered
FL9284,2023-07-08,16:07,2023-12-23,09:22,KXE,JES,Hill-Campbell,On Time,Sean Jones,jacquelinegrant@example.com,BG1167,Checked-in
FL9393,2023-06-04,01:57,2023-07-25,00:43,QZN,EVK,"Perez, Dawson and Patel",On Time,Susan Leblanc,nbowen@example.org,BG3016,Delivered
FL7584,2023-02-18,04:01,2023-06-09,02:50,WKA,QWJ,Sherman-Winters,On Time,Thomas Smith,josethomas@example.com,BG9079,Loaded
FL9218,2023-01-17,11:59,2023-10-18,10:19,VHV,PRV,"Woods, Brown and Martinez",On Time,Jamie Anderson,donald13@example.com,BG1150,Unloaded
FL0320,2023-09-09,09:36,2023-11-04,10:05,JAE,USR,"Duncan, Santos and Lynch",Delayed,Megan Garcia,dcampbell@example.net,BG6799,Loaded
FL9364,2023-10-30,16:57,2023-12-10,00:05,NRT,KOC,Austin-Weber,On Time,Elizabeth Allen,william66@example.com,BG2973,Unloaded
FL2998,2023-10-06,08:04,2023-12-15,22:44,UWW,NPC,"Willis, Alvarez and Johnson",On Time,Calvin Sweeney,vtrevino@example.net,BG1129,Loaded
FL2591,2023-11-14,01:29,2023-12-03,19:19,BLW,VSP,Fuentes-Mckenzie,On Time,Lauren Williams,john68@example.com,BG7785,Delivered
FL7001,2023-01-30,07:20,2023-04-22,05:31,LZQ,VNY,"Wilson, Guzman and Silva",On Time,Nicole Shields,owenzachary@example.org,BG8433,Checked-in
FL2697,2023-05-23,12:16,2023-12-03,00:01,UTP,DXK,Palmer Group,On Time,Kaitlin Martinez,jennifercole@example.net,BG1947,Unloaded
FL6828,2023-11-27,23:13,2023-12-30,23:36,UVN,QDB,Miller LLC,Delayed,Mark Brown,spencerleon@example.com,BG2944,Checked-in
FL8644,2023-08-14,01:04,2023-12-05,23:14,THL,OAI,Martinez and Sons,On Time,Richard Roberts,tylergonzalez@example.net,BG1549,Loaded
FL1332,2023-08-06,03:29,2023-10-09,00:23,QDQ,HFR,Davis PLC,On Time,Erika Dennis,moranlisa@example.net,BG5008,Delivered
FL2434,2023-07-07,09:32,2023-10-18,18:24,LTX,WAN,Burns-Smith,On Time,Robert Rodriguez,wintersglenn@example.org,BG3617,Unloaded
FL1242,2023-11-17,21:52,2023-12-01,08:32,FUR,REN,Powers PLC,Delayed,Christian Williams,ohiggins@example.com,BG4373,Unloaded
FL5029,2023-05-28,12:30,2023-09-17,17:35,IWT,LKY,Petersen and Sons,Cancelled,Kelsey Frank,martinezbrandon@example.org,BG8406,Checked-in
FL2767,2023-10-04,01:46,2023-11-26,20:09,DOY,FYG,"Davenport, Miller and Mcdonald",Cancelled,Matthew Foster,ashaw@example.org,BG6550,Unloaded
FL0836,2023-09-06,18:08,2023-11-23,00:30,KLI,PSW,Martinez LLC,On Time,Anne Moreno,johnli@example.net,BG5088,Unloaded
FL7981,2023-12-23,07:54,2023-12-24,20:21,GNJ,KFM,Cisneros-Frazier,On Time,Mario Robertson,vlewis@example.net,BG1121,Checked-in
FL3302,2023-12-07,07:03,2023-12-15,15:57,TPT,MDV,Hunt-Brock,On Time,Rebecca Moreno,lpage@example.org,BG2284,Loaded
FL7521,2023-11-08,17:15,2023-12-29,19:36,RHT,YCO,Wright-Anderson,On Time,Rachel Pitts,bryananderson@example.com,BG8976,Checked-in
FL7904,2023-01-31,19:43,2023-02-28,23:03,MUS,MVY,Mitchell PLC,On Time,Susan Soto,rebeccalewis@example.net,BG3819,Checked-in
FL7617,2023-01-26,03:29,2023-04-20,13:04,RHS,LDQ,"Hardin, Foster and Pierce",On Time,Hector Walsh,douglasnicholas@example.org,BG0700,Unloaded
FL8073,2023-03-18,15:51,2023-08-10,03:12,LGS,PJZ,Cook PLC,Delayed,Catherine Wolf,tjohnson@example.org,BG0411,Checked-in
FL5509,2023-09-17,02:45,2023-10-14,13:16,OPT,JFW,Bryant-Martin,On Time,Ashley Patterson,ejones@example.net,BG4775,Delivered
FL5097,2023-05-04,14:17,2023-11-15,16:59,IGV,TLG,"Murray, Thompson and Allen",Cancelled,Heather Black,edwardwells@example.net,BG6333,Delivered
FL2140,2023-11-26,08:31,2023-12-08,17:59,CMP,BGT,Levy Group,Delayed,John Eaton,ejones@example.net,BG5981,Loaded
FL7688,2023-12-20,18:49,2023-12-20,01:46,KBO,QAF,Moreno-Wood,Delayed,Kimberly Ward,julianelson@example.org,BG3539,Delivered
FL9191,2023-06-25,04:22,2023-08-18,12:02,ULS,HKF,"Serrano, Campbell and Wheeler",On Time,Michelle Ferguson,baileyconnie@example.net,BG5062,Unloaded
FL0896,2023-12-10,19:46,2023-12-16,20:21,GLO,IPG,Joseph Ltd,On Time,Michael Branch,jsandoval@example.org,BG2715,Loaded
FL1183,2023-06-17,07:31,2023-09-22,01:08,FKM,JWT,"Schultz, White and Chavez",On Time,Richard Moses,chelseaphillips@example.com,BG5063,Delivered
FL5295,2023-08-18,06:17,2023-11-09,14:02,ROX,BJW,"Rich, Elliott and Davis",Cancelled,Thomas Rodriguez,christinagoodwin@example.org,BG4319,Unloaded
FL4143,2023-05-23,00:03,2023-06-16,09:03,FGB,LEO,Zimmerman-Carlson,On Time,Mr. Richard Brooks,rileyshannon@example.net,BG0242,Loaded
FL0809,2023-01-29,21:09,2023-12-10,05:31,POR,STM,"Bender, Martinez and Serrano",On Time,Derek Griffin,bclark@example.net,BG9864,Unloaded
FL2543,2023-05-05,17:59,2023-12-06,21:49,VDW,VYQ,"Edwards, Bowman and Smith",Cancelled,Tammy Hood,annettesullivan@example.net,BG8087,Checked-in
FL1404,2023-07-06,18:09,2023-11-11,04:45,UMV,KEN,Owens Group,On Time,Kara Martinez,lopezjessica@example.net,BG7109,Unloaded
FL1284,2023-02-16,06:04,2023-06-21,05:26,FHS,ZFZ,Spencer Group,Cancelled,Lauren Whitney,jasonhopkins@example.org,BG5780,Unloaded
FL7199,2023-06-13,05:13,2023-10-04,19:24,ODG,RAT,"Jordan, Diaz and Lee",Cancelled,Mary Smith,fcurry@example.net,BG5837,Delivered
FL2890,2023-12-11,12:17,2023-12-21,01:01,SBS,LUS,"Woods, Lopez and Porter",On Time,Virginia Thompson,wayneboone@example.com,BG0563,Unloaded
FL0187,2023-11-14,13:14,2023-12-27,12:13,EPR,DJJ,Costa PLC,On Time,David Jones,vedwards@example.org,BG0929,Loaded
FL0765,2023-01-04,18:59,2023-12-28,23:19,PUS,HRO,Reed LLC,Delayed,Anthony Ford,tbell@example.org,BG8944,Checked-in
FL9878,2023-10-07,21:09,2023-12-07,15:22,DAJ,TYQ,Anderson Ltd,On Time,Stephanie Patton,ucuevas@example.org,BG6784,Unloaded
FL2650,2023-12-14,20:33,2023-12-30,06:12,ALA,ZBJ,Harrell-Martin,Delayed,Thomas Woods,amandadunn@example.org,BG6133,Delivered
FL3755,2023-08-08,11:11,2023-10-31,19:46,JZC,YCZ,Klein-Lamb,Cancelled,Brandon Schroeder,kimberly04@example.net,BG8702,Delivered
FL2806,2023-06-12,03:52,2023-11-04,21:58,KVO,ALZ,Howard Inc,On Time,Alyssa Rich,gomezadam@example.com,BG9243,Delivered
FL3526,2023-12-20,19:48,2023-12-27,02:39,VDL,YJS,"Carter, Walker and Rangel",On Time,Rodney Smith,qrobinson@example.net,BG8149,Loaded
FL3183,2023-04-13,10:34,2023-04-21,04:11,HLN,JWY,James LLC,On Time,Michael Peck,melissa01@example.net,BG6340,Loaded
FL3636,2023-04-17,19:00,2023-07-02,01:57,ELC,RRN,Cox LLC,Cancelled,John Willis,maria09@example.com,BG0641,Loaded
FL0280,2023-12-21,16:37,2023-12-24,23:34,TEL,JDZ,Pope-Schmitt,Delayed,Thomas Kelly,stevenmartin@example.net,BG7994,Delivered
FL2982,2023-07-12,20:38,2023-08-12,11:44,UMI,DTJ,"Hawkins, Chapman and Nelson",On Time,Lorraine Pruitt,mary03@example.com,BG7439,Checked-in
FL3615,2023-11-23,09:07,2023-12-29,04:40,CZO,MCC,Miller LLC,Cancelled,Jennifer Reid,rmiddleton@example.net,BG3176,Checked-in
FL0185,2023-11-28,05:44,2023-12-26,08:07,EPK,TXW,Simpson and Sons,Cancelled,Joe Perry,amandawheeler@example.com,BG7618,Loaded
FL5609,2023-08-09,23:18,2023-08-31,16:51,HXG,YLW,Erickson Inc,On Time,Stephanie Roberson,jacobdunn@example.org,BG7332,Unloaded
FL4667,2023-06-11,04:21,2023-10-11,21:55,ADU,KOY,Kennedy PLC,Delayed,Tiffany Huffman,hsavage@example.com,BG8006,Delivered
FL1729,2023-10-03,01:20,2023-12-23,03:33,RYV,PMX,Cole Inc,On Time,Faith Davis,jamie99@example.net,BG7092,Loaded
FL3461,2023-02-09,16:30,2023-12-01,17:38,KFA,TIO,Ramirez Inc,On Time,William Patel,david39@example.com,BG8212,Loaded
FL5048,2023-09-24,10:05,2023-10-08,22:10,NCM,JVL,Smith-Warner,On Time,Derrick Garcia,nathanpatel@example.org,BG0836,Delivered
FL3308,2023-09-25,12:43,2023-11-19,03:53,QYW,BZQ,Watts Inc,On Time,Christopher Wiggins,nali@example.org,BG7072,Loaded
FL1743,2023-03-13,02:43,2023-10-12,01:16,FZQ,RFD,"Smith, Wagner and Frazier",On Time,Jacob Lynch,ashley40@example.org,BG0317,Checked-in
FL0045,2023-11-10,06:50,2023-12-28,10:29,GVH,HZP,"Brown, Lowery and Rios",On Time,Tina Henry,antonio42@example.net,BG7659,Checked-in
FL0770,2023-05-29,14:57,2023-07-04,07:45,APW,QLG,Olson-Winters,On Time,Wesley Smith,fblair@example.com,BG3679,Checked-in
FL2656,2023-01-25,10:20,2023-09-01,00:24,RUE,EAZ,Johnson-Jenkins,On Time,Felicia Miller,mhunt@example.com,BG9123,Delivered
FL5851,2023-09-18,14:41,2023-10-21,17:13,MZV,TRZ,Blanchard-Webb,On Time,Amy Reyes,josephhughes@example.org,BG5513,Checked-in
FL2877,2023-03-24,14:21,2023-09-08,15:36,WAU,KHJ,Sims-Bradley,Delayed,Derek Martinez,yparrish@example.com,BG3367,Unloaded
FL8485,2023-10-24,06:10,2023-12-20,00:55,IUM,PJD,Chase Inc,On Time,Danny Jacobs,fparsons@example.net,BG9123,Loaded
FL6894,2023-08-04,03:38,2023-12-11,02:50,SWW,YXF,Butler Inc,On Time,Thomas Ashley,dcampbell@example.net,BG4676,Delivered
FL1135,2023-05-26,22:46,2023-09-21,20:10,DKY,PTA,Erickson Group,On Time,Caleb Gray,david31@example.org,BG6671,Checked-in
FL6004,2023-08-16,01:25,2023-09-08,02:16,RPD,EFJ,Thomas and Sons,On Time,Trevor Williams MD,anthony40@example.net,BG6954,Delivered
FL9896,2023-07-12,23:45,2023-11-05,04:38,KBY,RVS,Scott-Brooks,On Time,Peter Wilson DDS,iclark@example.com,BG3404,Loaded
FL2375,2023-12-19,11:22,2023-12-25,07:48,VLU,IWF,"Hill, Adams and Miller",Delayed,Patricia Short,lmoore@example.com,BG6777,Checked-in
FL0339,2023-02-10,07:16,2023-09-18,19:20,QKZ,RDS,"Ward, Carpenter and Howard",Delayed,Tracy Peck,mglenn@example.net,BG0629,Unloaded
FL4713,2023-01-24,23:21,2023-08-15,04:36,HQR,ECH,Holden-Thompson,On Time,David Snyder,mccallchristine@example.com,BG7958,Delivered
FL1039,2023-11-07,02:40,2023-12-10,18:56,EKL,POH,Smith-White,On Time,Gregory Rodriguez,amandasimmons@example.net,BG9009,Unloaded
FL8161,2023-12-26,01:57,2023-12-29,01:05,PSM,FVF,"Kelley, Delgado and Gates",On Time,Jason Hill,kevingomez@example.net,BG8013,Delivered
FL8191,2023-10-19,21:48,2023-12-05,21:23,INB,MVG,"Oliver, Carter and Mcclain",Cancelled,Christopher Tucker,saunderskristina@example.com,BG1789,Loaded
FL5663,2023-09-27,18:47,2023-10-02,21:39,NQG,MPV,Martin Group,On Time,Joshua Morrow,alexander81@example.org,BG2401,Delivered
FL9975,2023-02-09,16:38,2023-02-18,23:03,MWJ,VNY,"King, Holmes and Johnson",On Time,Christopher Alvarez,stephanie40@example.net,BG1431,Checked-in
FL2818,2023-03-30,13:52,2023-10-04,11:49,OJJ,RNZ,Collins-Marquez,On Time,John Andrews,albertgarcia@example.com,BG3538,Checked-in
FL2175,2023-08-31,02:25,2023-12-13,11:29,JAG,GGW,"West, Miller and Lynch",Cancelled,Sonya Evans,crystalsimmons@example.org,BG9606,Delivered
FL1357,2023-02-23,06:47,2023-12-06,07:47,PAV,PTV,Terry-Bolton,Delayed,James Barajas,nelsonjustin@example.net,BG1510,Delivered
FL7786,2023-09-19,21:31,2023-12-16,03:39,VCJ,BCV,Webb-Simpson,Delayed,Nancy Ward,ericacollins@example.org,BG0366,Checked-in
FL3915,2023-07-13,01:03,2023-09-29,04:24,EQH,NTN,"Bryant, Marshall and Ray",On Time,Steven Gonzalez,carol20@example.net,BG0084,Checked-in
FL2991,2023-02-01,19:33,2023-11-27,18:59,PVC,JZZ,Hall and Sons,On Time,Kelly Allen MD,zphillips@example.com,BG0304,Unloaded
FL2961,2023-02-22,14:59,2023-10-15,17:19,AQW,HZX,Moore-Compton,On Time,Andre Taylor,holmeslynn@example.com,BG1658,Checked-in
FL3922,2023-05-08,17:59,2023-07-11,12:01,YJX,XGH,Cooper-Allen,Delayed,Robert Johnson,asmith@example.org,BG7318,Unloaded
FL7523,2023-01-27,06:04,2023-08-18,06:57,GGU,SZL,Shaw Group,On Time,Tyler Perez,millercatherine@example.org,BG0401,Delivered
FL0138,2023-07-11,04:25,2023-10-11,18:40,ATV,ROU,"Sandoval, Nichols and Smith",On Time,John Kelley,beth08@example.org,BG1159,Unloaded
FL3329,2023-04-17,11:51,2023-05-30,23:43,KAR,ZZM,"Roberts, Kim and Mooney",On Time,Linda Jones,franciscomartin@example.com,BG1710,Checked-in
FL8596,2023-10-23,03:01,2023-12-08,21:36,TLJ,AIW,Martinez Inc,On Time,Shelley Jordan,rogersbrittany@example.com,BG3269,Delivered
FL9159,2023-06-29,00:45,2023-11-29,07:56,ODZ,IBF,Sullivan-Martin,On Time,Larry Hudson,jimmyhogan@example.net,BG1619,Unloaded
FL9257,2023-05-04,21:07,2023-06-03,00:34,OCT,STI,"Johnson, Ellis and Walters",On Time,Steven Spence,jrodriguez@example.org,BG8021,Checked-in
FL1084,2023-08-03,10:25,2023-08-08,06:10,JNT,FUG,"Watson, Phelps and Lucero",On Time,Jeffrey Scott,brenthernandez@example.net,BG9511,Delivered
FL0160,2023-04-19,22:16,2023-10-16,19:41,CVJ,PVZ,Obrien-Savage,On Time,Danielle Jones,palmerdana@example.net,BG6932,Loaded
